family,policy,param,n,err_rel_tol_mean,err_lo,err_hi,success_rate,cost_frac_fine,wall_mean,false_safe_rate
A,uniform_coarse,0.0,2400,22.043858463530444,19.460264328636807,25.428036443257373,0.18,0.021752383154406633,0.505266102448962,1.0
A,uniform_medium,1.0,2400,8.030663642151834,5.482513080927351,11.074338516654297,0.4554166666666667,0.0619444732594499,0.26008640629974555,1.0
A,uniform_fine,2.0,2400,0.00040447938369767705,0.0003076812150160679,0.000527965640619506,1.0,1.0,5.684569916464865,0.0
A,random,0.0,2400,8.030663642151834,5.482513080927351,11.074338516654297,0.4554166666666667,0.0619444732594499,0.26008640629974555,1.0
A,random,1.0,2400,6.447449979484116,4.289670386468846,9.085775212983995,0.5891666666666666,0.2154314970189033,1.0806601858603668,0.0
A,random,2.0,2400,4.420167980201953,2.622877458539888,6.8440112469105845,0.7154166666666667,0.39209087295904965,2.196428248963366,0.0
A,random,3.0,2400,1.3566430072867628,0.5799229371305286,2.498197126191834,0.8608333333333333,0.6091673475147155,3.5785062457291708,0.0
A,random,4.0,2400,0.00040447938369767705,0.0003076812150160679,0.000527965640619506,1.0,1.0,5.684569916464865,0.0
A,share,0.0,2400,8.030663642151834,5.482513080927351,11.074338516654297,0.4554166666666667,0.0619444732594499,0.26008640629974555,1.0
A,share,1.0,2400,3.3946907185037483,1.806190404620672,5.163313904101173,0.6725,0.19515568149980042,1.2044343091244476,0.0
A,share,2.0,2400,0.4570431179084528,0.41094574951691043,0.5041618545082792,0.8333333333333334,0.37205200099300145,1.583917949492555,0.0
A,share,3.0,2400,0.3892467129433057,0.34871078938902517,0.42874151202779787,0.86,0.4219612450471337,1.7959080151742606,0.0
A,share,4.0,2400,0.00040447938369767705,0.0003076812150160679,0.000527965640619506,1.0,1.0619444732594499,5.94465632276461,0.0
A,discrepancy,0.01,2400,2.93364991656508,1.2683641041536586,5.312872523309433,0.9916666666666667,1.0308205849527843,6.206645072667698,0.0
A,discrepancy,0.020000000000000004,2400,3.1749553966343975,1.338036469852901,5.548950153344292,0.9883333333333333,0.9917254791911064,6.1004540510805505,0.0
A,discrepancy,0.030000000000000006,2400,3.1878616250355174,1.3515412889913812,5.576114996995089,0.98625,0.9368854837191859,5.991795488603954,0.0
A,discrepancy,0.04000000000000001,2400,4.016505144933406,1.7419574269093,6.915969089464998,0.9804166666666667,0.8719755168248736,5.888353837829342,0.0
A,discrepancy,0.05000000000000001,2400,4.4472166005254,2.1731973338483628,7.305869633425319,0.9766666666666667,0.850927776736852,5.804391099639891,0.001530221882172915
A,discrepancy,0.06000000000000001,2400,4.458092303981928,2.175280817983283,7.315674914177167,0.9754166666666667,0.8389109015232225,5.732165079221625,0.013771996939556235
A,discrepancy,0.07,2400,4.516190422128856,2.2553520765438693,7.3713157424794815,0.97125,0.8252659539812718,5.678670782992946,0.02142310635042081
A,discrepancy,0.08,2400,4.521292427018029,2.2632034339268836,7.375525191584586,0.97,0.8128676370463241,5.612868715645015,0.02142310635042081
A,discrepancy,0.09000000000000001,2400,4.538067003471801,2.2837302284838787,7.393107565305706,0.9666666666666667,0.7990030892300871,5.509920179132914,0.02218821729150727
A,discrepancy,0.1,2400,5.178439988069769,2.69350003855592,8.256225579537688,0.9625,0.7872123653650843,5.391114676063784,0.02218821729150727
A,discrepancy,0.15,2400,5.272729443219126,2.78537707682681,8.336187364465587,0.92875,0.7505905405108639,5.082338812187223,0.028309104820198928
A,discrepancy,0.19999999999999998,2400,5.30084432153186,2.813623586752221,8.361931478798423,0.91625,0.7404706356977623,5.032349069804653,0.029074215761285386
A,discrepancy,0.25,2400,5.3161587887862,2.8287337050147663,8.378195071766633,0.9108333333333334,0.7360657669030805,5.007937644045893,0.029074215761285386
A,discrepancy,0.3,2400,5.366840206749573,2.882962102114814,8.42917265414746,0.89375,0.7280972280764865,4.964288173213748,0.03136954858454476
A,discrepancy,0.35,2400,5.437905551013751,2.963432950164498,8.483016714823288,0.875,0.7150959019046188,4.885568375223756,0.03519510328997705
A,discrepancy,0.39999999999999997,2400,5.477397474705676,3.01367701844733,8.526507850865375,0.8654166666666666,0.7058971759935716,4.827853151202902,0.03978576893649579
A,discrepancy,0.44999999999999996,2400,5.501929473361762,3.0337043392648573,8.543165921659533,0.8608333333333333,0.7003451491550656,4.80144126518664,0.04361132364192808
A,discrepancy,0.5,2400,5.542958929882249,3.0757795560740675,8.576350162147385,0.8525,0.6929413555205771,4.736702620036655,0.04437643458301454
A,discrepancy,0.5499999999999999,2400,5.564665019105914,3.1178516852800096,8.596323935453633,0.8466666666666667,0.6885391657071664,4.714655126975388,0.04973221117061974
A,discrepancy,0.6,2400,5.575274224525997,3.126569964133978,8.6069692824828,0.8433333333333334,0.6806508580298304,4.701516835115371,0.05508798775822494
A,discrepancy,0.6499999999999999,2400,5.595064609318198,3.15335994081941,8.630150905232542,0.8391666666666666,0.6732007262066739,4.690827613285431,0.06350420811017597
A,discrepancy,0.7,2400,5.636200444135968,3.186121448519632,8.670957649827018,0.8304166666666667,0.662730651066898,4.657871383542925,0.07268553940321347
A,discrepancy,0.75,2400,5.682716356332096,3.241025046933933,8.721243487011973,0.81875,0.6487755094304487,4.608798063035829,0.08875286916602908
A,discrepancy,0.7999999999999999,2400,5.726499181248835,3.2902836556445605,8.767069133735957,0.8104166666666667,0.6326408374039635,4.557999223662873,0.11094108645753634
A,discrepancy,0.85,2400,5.758589677740908,3.3403497741744004,8.786625715525101,0.8016666666666666,0.6231037555060684,4.496583760052032,0.12241775057383321
A,discrepancy,0.8999999999999999,2400,5.8198756076483145,3.3905408177610434,8.849001303370109,0.79125,0.6135158113318817,4.411321896391243,0.12930374904361133
A,discrepancy,0.95,2400,5.854363529797543,3.4345712876785264,8.884921376942318,0.78375,0.6050315855623666,4.367700282009176,0.14001530221882172
A,sensitivity,0.01,2400,5.995269474495849,3.6296905403708957,8.909106532035175,0.8329166666666666,0.6326178404643391,4.33001460109751,0.2930374904361132
A,sensitivity,0.020000000000000004,2400,6.143818648232529,3.7808704207035175,9.04246253200936,0.8170833333333334,0.6220130004615632,4.15854008169755,0.2930374904361132
A,sensitivity,0.030000000000000006,2400,6.229475401930852,3.855583972335566,9.139668852594735,0.8075,0.6162809673856667,4.0745118589079965,0.2930374904361132
A,sensitivity,0.04000000000000001,2400,6.3042158687207195,3.9145766162017677,9.21430695746397,0.8,0.6101946679824017,3.9968527926796287,0.2930374904361132
A,sensitivity,0.05000000000000001,2400,6.342063892956914,3.9472531334119227,9.24720134085472,0.79625,0.6039036326660161,3.894588237524613,0.2930374904361132
A,sensitivity,0.06000000000000001,2400,6.355803816141943,3.9581952330223125,9.271285280935293,0.7945833333333333,0.5991661645516395,3.825485046368373,0.2930374904361132
A,sensitivity,0.07,2400,6.375864964877616,3.9768457827580086,9.29499771174526,0.7920833333333334,0.593659170426268,3.7434811421650407,0.2930374904361132
A,sensitivity,0.08,2400,6.399735153845045,4.008666794272513,9.309536326768844,0.7895833333333333,0.588304008806588,3.654352313645465,0.2930374904361132
A,sensitivity,0.09000000000000001,2400,6.431106980530114,4.028796482877496,9.343852097906913,0.7870833333333334,0.5830275047987571,3.579865544746705,0.2930374904361132
A,sensitivity,0.1,2400,6.439594777699843,4.03325429937297,9.348358655784589,0.78625,0.579437232204589,3.5122417641483663,0.2930374904361132
A,sensitivity,0.15,2400,6.458903070292905,4.056615708535609,9.377546221251455,0.7829166666666667,0.568551009895056,3.373470071674986,0.2930374904361132
A,sensitivity,0.19999999999999998,2400,6.464913599471558,4.065521825050536,9.382697533421673,0.7820833333333334,0.5622006180920264,3.3091684604895546,0.2930374904361132
A,sensitivity,0.25,2400,6.494305565864296,4.086992424862214,9.403067541062438,0.7804166666666666,0.5587154557447972,3.2736322600141343,0.2930374904361132
A,sensitivity,0.3,2400,6.50184605423988,4.096410590891484,9.409616895642323,0.7795833333333333,0.5547069482655169,3.2377275057349895,0.2930374904361132
A,sensitivity,0.35,2400,6.518509030852012,4.107693880835638,9.427120976563781,0.7783333333333333,0.5520614279731144,3.210626719451672,0.2930374904361132
A,sensitivity,0.39999999999999997,2400,6.522141727121541,4.117672900979922,9.431617855247953,0.7775,0.5507359106937433,3.197470639131228,0.2930374904361132
A,sensitivity,0.44999999999999996,2400,6.532223613004289,4.13689238127649,9.455070266305041,0.7766666666666666,0.5496535660366507,3.1847188014062278,0.2930374904361132
A,sensitivity,0.5,2400,6.536976300675122,4.14378008693727,9.463697582867503,0.7754166666666666,0.5480103548850955,3.1605583550287033,0.2930374904361132
A,sensitivity,0.5499999999999999,2400,6.5374271951678145,4.144125514903365,9.464098637143406,0.7754166666666666,0.546766621518614,3.146000734092031,0.2930374904361132
A,sensitivity,0.6,2400,6.547377929038194,4.149901822726811,9.476952228226725,0.7745833333333333,0.5460736538254068,3.138461258889941,0.2930374904361132
