family,policy,param,n,err_mean,err_lo,err_hi,err_median,err_p90,err_max,cost_mean,cost_lo,cost_hi,wall_mean,n_fine_mean,n_sims_mean,success_rate,precision,recall,f1,waste,miss
step,uniform_coarse,0.0,150,0.14590810870516194,0.10779711653647173,0.18549334834085002,0.054921208520857634,0.527995619228917,1.0527227553410279,4800.0,4800.0,4800.0,0.02559965741997682,0.0,1.0,0.18666666666666668,1.0,0.0,0.0,0.0,0.16666666666666666
step,uniform_medium,1.0,150,0.06508030359229683,0.039003479142824295,0.09467244740318509,0.0006282703146257562,0.28875659076116555,0.7541095816932517,14400.0,14400.0,14400.0,0.09419060615997296,0.0,1.0,0.8333333333333334,1.0,0.0,0.0,0.0,0.16666666666666666
step,uniform_fine,2.0,150,0.0007363546630019169,0.0005542935862857335,0.0009110563255280952,0.0002926667684254314,0.0030688797691390533,0.00467758533880458,48000.0,48000.0,48000.0,0.2684851072600395,12.0,1.0,1.0,0.018333333333333333,1.0,0.03600654664484452,0.9816666666666667,0.0
step,random,0.0,150,0.06508030359229683,0.039003479142824295,0.09467244740318509,0.0006282703146257562,0.28875659076116555,0.7541095816932517,14400.0,14400.0,14400.0,0.09419060615997296,0.0,1.0,0.8333333333333334,1.0,0.0,0.0,0.0,0.16666666666666666
step,random,1.0,150,0.060622488385327966,0.035210884541437316,0.08962970132997249,0.0006239898523953541,0.2739031299912042,0.7541181187773125,17200.0,17200.0,17200.0,0.3058931206733117,1.0,1.0,0.84,0.006666666666666667,0.030303030303030304,0.01092896174863388,0.9933333333333333,0.16
step,random,2.0,150,0.051719393317139775,0.028310943680147114,0.08000014012835635,0.00046719064327255255,0.1193275636280915,0.7541176199896085,20000.0,20000.0,20000.0,0.3037160511666843,2.0,1.0,0.8466666666666667,0.01,0.09090909090909091,0.018018018018018018,0.99,0.15
step,random,3.0,150,0.04279803260673072,0.02200006392177312,0.06682584649277416,0.0004502343620547966,0.04855680914581472,0.7541176199896085,22800.0,22800.0,22800.0,0.3015041161600493,3.0,1.0,0.8533333333333334,0.013333333333333334,0.18181818181818182,0.02484472049689441,0.9866666666666667,0.13666666666666666
step,random,4.0,150,0.03760933516279106,0.01898829814033183,0.05962677201450788,0.0004143390194831925,0.02877543271003227,0.7294489842708878,25600.0,25600.0,25600.0,0.30610016716000243,4.0,1.0,0.8666666666666667,0.015,0.2727272727272727,0.028436018957345967,0.985,0.12333333333333334
step,random,6.0,150,0.031456995701881554,0.014363246383939935,0.051930551165331754,0.0003698001071533591,0.013617372784224493,0.7170389964733213,31200.0,31200.0,31200.0,0.2995419946533548,6.0,1.0,0.8866666666666667,0.014444444444444444,0.3939393939393939,0.027867095391211148,0.9855555555555554,0.10333333333333333
step,random,8.0,150,0.021108676598330968,0.00748816585791307,0.0395711272503162,0.00034455621281047344,0.005201304726700183,0.7170310920437291,36800.0,36800.0,36800.0,0.2993642072066541,8.0,1.0,0.9266666666666666,0.016666666666666666,0.6060606060606061,0.032441200324412,0.9833333333333333,0.06666666666666667
step,random,12.0,150,0.0007363546630019169,0.0005542935862857335,0.0009110563255280952,0.0002926667684254314,0.0030688797691390533,0.00467758533880458,48000.0,48000.0,48000.0,0.2684851072600395,12.0,1.0,1.0,0.018333333333333333,1.0,0.03600654664484452,0.9816666666666667,0.0
step,random_structured,0.0,150,0.06508030359229683,0.039003479142824295,0.09467244740318509,0.0006282703146257562,0.28875659076116555,0.7541095816932517,14400.0,14400.0,14400.0,0.09419060615997296,0.0,1.0,0.8333333333333334,1.0,0.0,0.0,0.0,0.16666666666666666
step,random_structured,1.0,150,0.0580960602945029,0.03357064054469898,0.08662793608657342,0.0004925096673956686,0.1514440098303,0.7541095816932517,17200.0,17200.0,17200.0,0.29203166553999227,1.0,1.0,0.8533333333333334,0.03333333333333333,0.15151515151515152,0.054644808743169404,0.9666666666666667,0.14111111111111113
step,random_structured,2.0,150,0.052056400123178755,0.02864879025687501,0.07982422174675531,0.00044792909677944526,0.07494752331772181,0.7540596971688378,20000.0,20000.0,20000.0,0.3011748258333258,2.0,1.0,0.8666666666666667,0.02666666666666667,0.24242424242424243,0.048048048048048055,0.9733333333333334,0.12444444444444445
step,random_structured,3.0,150,0.04976000049215107,0.02658422692647578,0.07761504097161012,0.00037501793663669014,0.03378002749497827,0.7540642258052466,22800.0,22800.0,22800.0,0.2991915610000433,3.0,1.0,0.88,0.022222222222222223,0.30303030303030304,0.04140786749482402,0.9777777777777779,0.11111111111111112
step,random_structured,4.0,150,0.04954747558058036,0.026556933481763256,0.07706944513505946,0.0003758695829996009,0.03377040450555239,0.7540474873019019,25562.666666666668,25506.666666666668,25600.0,0.3148530413333113,3.986666666666667,1.0,0.88,0.020066889632107024,0.36363636363636365,0.03803486529318542,0.98,0.10444444444444445
step,random_structured,6.0,150,0.02977066658893304,0.011637923850135248,0.0519195124200427,0.00034741055225562256,0.005748517529975322,0.7540555275397387,30920.0,30714.2,31088.0,0.3056096603467146,5.9,1.0,0.9266666666666666,0.022598870056497175,0.6060606060606061,0.04357298474945533,0.9777777777777779,0.05444444444444444
step,random_structured,8.0,150,0.0254886564178549,0.009575752604321032,0.04744855206189521,0.0003013625258273256,0.004000153827310937,0.754065062489186,36016.0,35568.0,36408.0,0.307009699766683,7.72,1.0,0.9466666666666667,0.02072538860103627,0.7272727272727273,0.0403022670025189,0.979722222222222,0.03888888888888889
step,random_structured,12.0,150,0.0007363546630019169,0.0005542935862857335,0.0009110563255280952,0.0002926667684254314,0.0030688797691390533,0.00467758533880458,43333.333333333336,42418.2,44192.0,0.2935989159600588,10.333333333333334,1.0,1.0,0.02129032258064516,1.0,0.041692987997473153,0.9792171717171717,0.0
step,spatial,0.0,150,0.06508030359229683,0.039003479142824295,0.09467244740318509,0.0006282703146257562,0.28875659076116555,0.7541095816932517,14400.0,14400.0,14400.0,0.09419060615997296,0.0,1.0,0.8333333333333334,1.0,0.0,0.0,0.0,0.16666666666666666
step,spatial,1.0,150,0.02148775399585226,0.009108502850245344,0.037707532244202785,0.0002666550357116604,0.01348915920614535,0.6424948199284868,17200.0,17200.0,17200.0,0.28805126103333656,1.0,1.0,0.8866666666666667,0.07333333333333333,0.3333333333333333,0.12021857923497269,0.9266666666666666,0.10333333333333333
step,spatial,2.0,150,0.018615401207625143,0.006421669950581937,0.033578949020430404,0.0002666422710875249,0.006397214560065382,0.6387706261120731,20000.0,20000.0,20000.0,0.2799217520467149,2.0,1.0,0.92,0.05333333333333334,0.48484848484848486,0.09609609609609611,0.9466666666666667,0.07666666666666666
