family,target,policy,param,n,err_rel_tol_mean,err_lo,err_hi,err_median,success_rate,cost_mean,cost_frac_fine,wall_mean,n_refined_mean,precision,recall,false_safe_rate,n_necessary
id,min_isi,abl_baseonly_voc_seq,5.62341325190349e-07,200,0.10838314722851788,0.014898475593074986,0.2905275959618348,0.0,0.995,235701.21,0.37249337468491434,3.3840282945604123,1.295,0.18532818532818532,0.9795918367346939,0.02040816326530612,49
id,min_isi,abl_baseonly_voc_seq,7.498942093324558e-07,200,0.10963314722851787,0.015369746207933908,0.2922382610013381,0.0,0.995,224248.765,0.3433426838507955,3.201655552165248,1.23,0.1951219512195122,0.9795918367346939,0.02040816326530612,49
id,min_isi,abl_baseonly_voc_seq,1e-06,200,0.11088314722851787,0.016504550240465325,0.2939046587053586,0.0,0.995,214407.31,0.3219228416514596,3.038244564715387,1.165,0.20600858369098712,0.9795918367346939,0.02040816326530612,49
id,min_isi,abl_baseonly_voc_seq,1.333521432163324e-06,200,0.11263314722851789,0.018399898380170414,0.2959640548760522,0.0,0.995,204874.375,0.29277195385487226,2.8778554818903284,1.07,0.22429906542056074,0.9795918367346939,0.02040816326530612,49
id,min_isi,abl_baseonly_voc_seq,1.7782794100389227e-06,200,0.11263314722851789,0.018399898380170414,0.2959640548760522,0.0,0.995,200968.11,0.27787217905265543,2.812059978195248,1.0,0.24,0.9795918367346939,0.02040816326530612,49
id,min_isi,abl_baseonly_voc_seq,2.3713737056616552e-06,200,0.11263314722851789,0.018399898380170414,0.2959640548760522,0.0,0.995,197810.53,0.2613371784809538,2.754609545540261,0.92,0.2608695652173913,0.9795918367346939,0.02040816326530612,49
id,min_isi,abl_baseonly_voc_seq,3.162277660168379e-06,200,0.11263314722851789,0.018399898380170414,0.2959640548760522,0.0,0.995,195418.865,0.24350629639257412,2.7083607387103257,0.83,0.2891566265060241,0.9795918367346939,0.02040816326530612,49
id,min_isi,abl_baseonly_voc_seq,4.216965034285822e-06,200,0.14313314722851783,0.036749857870041536,0.3293626603513813,0.0,0.995,176759.0,0.21838473428393962,2.422436135975222,0.71,0.3380281690140845,0.9795918367346939,0.02040816326530612,49
id,min_isi,abl_baseonly_voc_seq,5.623413251903491e-06,200,0.2211331472285179,0.10132589594527562,0.427974883278596,0.0,0.98,146615.57,0.18775147287269006,1.966695482805153,0.555,0.40540540540540543,0.9183673469387755,0.08163265306122448,49
id,min_isi,abl_baseonly_voc_seq,7.498942093324558e-06,200,0.42688314722851767,0.2918188799406564,0.6596300458400335,0.04999999999998472,0.925,95106.395,0.13870625617495227,1.1827517057349906,0.3,0.5666666666666667,0.6938775510204082,0.30612244897959184,49
id,min_isi,abl_baseonly_voc_seq,9.999999999999999e-06,200,0.5166331472285179,0.3823581025659833,0.7325777395265172,0.22500000000001563,0.865,80932.5,0.12169764268120647,0.9647621556998638,0.21,0.5238095238095238,0.4489795918367347,0.5510204081632653,49
id,min_isi,abl_baseonly_voc_seq,1.333521432163324e-05,200,0.5376331472285182,0.39687363023492966,0.7517870608561712,0.2750000000000181,0.855,77562.185,0.11752745861176285,0.9135197383048944,0.19,0.5263157894736842,0.40816326530612246,0.5918367346938775,49
id,min_isi,abl_baseonly_voc_seq,1.778279410038923e-05,200,0.6310774308455174,0.4539648486121617,0.8833392127491373,0.4499999999999922,0.83,71935.135,0.10986866938971578,0.8266128605649646,0.15,0.5,0.30612244897959184,0.6938775510204082,49
id,min_isi,abl_baseonly_voc_seq,2.3713737056616554e-05,200,0.6556881136765305,0.48682249055724314,0.89743859123277,0.5500000000000007,0.815,69386.81,0.1062813436093512,0.7849732631949883,0.13,0.46153846153846156,0.24489795918367346,0.7551020408163265,49
id,min_isi,abl_baseonly_voc_seq,3.1622776601683795e-05,200,0.7784806418288585,0.5367517704459817,1.0997083482523746,0.5500000000000114,0.805,65225.835,0.09745105574417773,0.7190855129699412,0.09,0.5555555555555556,0.20408163265306123,0.7959183673469388,49
id,min_isi,abl_baseonly_voc_seq,4.216965034285822e-05,200,0.8344806418288584,0.5723107730892328,1.1698122471644612,0.5999999999999712,0.795,62737.765,0.09231617624176253,0.679245194984942,0.065,0.6153846153846154,0.16326530612244897,0.8367346938775511,49
id,min_isi,abl_baseonly_voc_seq,5.623413251903491e-05,200,0.8349806418288586,0.5730490117518059,1.1703122471644611,0.5999999999999712,0.795,62247.86,0.08988912967451654,0.6707298033049301,0.055,0.7272727272727273,0.16326530612244897,0.8367346938775511,49
id,min_isi,abl_baseonly_voc_seq,7.498942093324559e-05,200,0.8349806418288586,0.5730490117518059,1.1703122471644611,0.5999999999999712,0.795,61607.285,0.08756753100734983,0.6603196474599463,0.045,0.8888888888888888,0.16326530612244897,0.8367346938775511,49
id,min_isi,abl_baseonly_voc_seq,0.0001,200,0.8349806418288586,0.5730490117518059,1.1703122471644611,0.5999999999999712,0.795,61607.285,0.08756753100734983,0.6603196474599463,0.045,0.8888888888888888,0.16326530612244897,0.8367346938775511,49
id,min_isi,abl_baseonly_voc_seq,0.0001333521432163324,200,0.8349806418288586,0.5730490117518059,1.1703122471644611,0.5999999999999712,0.795,61607.285,0.08756753100734983,0.6603196474599463,0.045,0.8888888888888888,0.16326530612244897,0.8367346938775511,49
id,min_isi,abl_baseonly_voc_seq,0.00017782794100389227,200,0.8349806418288586,0.5730490117518059,1.1703122471644611,0.5999999999999712,0.795,61607.285,0.08756753100734983,0.6603196474599463,0.045,0.8888888888888888,0.16326530612244897,0.8367346938775511,49
id,min_isi,abl_baseonly_voc_seq,0.0002371373705661655,200,0.8349806418288586,0.5730490117518059,1.1703122471644611,0.5999999999999712,0.795,61607.285,0.08756753100734983,0.6603196474599463,0.045,0.8888888888888888,0.16326530612244897,0.8367346938775511,49
id,min_isi,abl_baseonly_voc_seq,0.00031622776601683794,200,0.8349806418288586,0.5730490117518059,1.1703122471644611,0.5999999999999712,0.795,61607.285,0.08756753100734983,0.6603196474599463,0.045,0.8888888888888888,0.16326530612244897,0.8367346938775511,49
id,min_isi,abl_baseonly_voc_seq,0.00042169650342858224,200,5.778480641828858,0.7251375127330686,13.190820332214354,0.5999999999999996,0.785,59866.065,0.08417255480747052,0.6330094616748829,0.03,1.0,0.12244897959183673,0.8775510204081632,49
