family,policy,param,n,err_rel_tol_mean,err_lo,err_hi,success_rate,cost_frac_fine,wall_mean,false_safe_rate
id,uniform_coarse,0.0,2400,22.043858463530444,19.460264328636807,25.428036443257373,0.18,0.021752383154406633,0.505266102448962,1.0
id,uniform_medium,1.0,2400,8.030663642151834,5.482513080927351,11.074338516654297,0.4554166666666667,0.0619444732594499,0.26008640629974555,1.0
id,uniform_fine,2.0,2400,0.00040447938369767705,0.0003076812150160679,0.000527965640619506,1.0,1.0,5.684569916464865,0.0
id,random,0.0,2400,8.030663642151834,5.482513080927351,11.074338516654297,0.4554166666666667,0.0619444732594499,0.26008640629974555,1.0
id,random,1.0,2400,6.447449979484116,4.289670386468846,9.085775212983995,0.5891666666666666,0.2154314970189033,1.0806601858603668,0.0
id,random,2.0,2400,4.420167980201953,2.622877458539888,6.8440112469105845,0.7154166666666667,0.39209087295904965,2.196428248963366,0.0
id,random,3.0,2400,1.3566430072867628,0.5799229371305286,2.498197126191834,0.8608333333333333,0.6091673475147155,3.5785062457291708,0.0
id,random,4.0,2400,0.00040447938369767705,0.0003076812150160679,0.000527965640619506,1.0,1.0,5.684569916464865,0.0
id,share,0.0,2400,8.030663642151834,5.482513080927351,11.074338516654297,0.4554166666666667,0.0619444732594499,0.26008640629974555,1.0
id,share,1.0,2400,3.3946907185037483,1.806190404620672,5.163313904101173,0.6725,0.19515568149980042,1.2044343091244476,0.0
id,share,2.0,2400,0.4570431179084528,0.41094574951691043,0.5041618545082792,0.8333333333333334,0.37205200099300145,1.583917949492555,0.0
id,share,3.0,2400,0.3892467129433057,0.34871078938902517,0.42874151202779787,0.86,0.4219612450471337,1.7959080151742606,0.0
id,share,4.0,2400,0.00040447938369767705,0.0003076812150160679,0.000527965640619506,1.0,1.0619444732594499,5.94465632276461,0.0
id,discrepancy,0.01,2400,2.93364991656508,1.2683641041536586,5.312872523309433,0.9916666666666667,1.0308205849527843,6.206645072667698,0.0
id,discrepancy,0.020000000000000004,2400,3.1749553966343975,1.338036469852901,5.548950153344292,0.9883333333333333,0.9917254791911064,6.1004540510805505,0.0
id,discrepancy,0.030000000000000006,2400,3.1878616250355174,1.3515412889913812,5.576114996995089,0.98625,0.9368854837191859,5.991795488603954,0.0
id,discrepancy,0.04000000000000001,2400,4.016505144933406,1.7419574269093,6.915969089464998,0.9804166666666667,0.8719755168248736,5.888353837829342,0.0
id,discrepancy,0.05000000000000001,2400,4.4472166005254,2.1731973338483628,7.305869633425319,0.9766666666666667,0.850927776736852,5.804391099639891,0.001530221882172915
id,discrepancy,0.06000000000000001,2400,4.458092303981928,2.175280817983283,7.315674914177167,0.9754166666666667,0.8389109015232225,5.732165079221625,0.013771996939556235
id,discrepancy,0.07,2400,4.516190422128856,2.2553520765438693,7.3713157424794815,0.97125,0.8252659539812718,5.678670782992946,0.02142310635042081
id,discrepancy,0.08,2400,4.521292427018029,2.2632034339268836,7.375525191584586,0.97,0.8128676370463241,5.612868715645015,0.02142310635042081
id,discrepancy,0.09000000000000001,2400,4.538067003471801,2.2837302284838787,7.393107565305706,0.9666666666666667,0.7990030892300871,5.509920179132914,0.02218821729150727
id,discrepancy,0.1,2400,5.178439988069769,2.69350003855592,8.256225579537688,0.9625,0.7872123653650843,5.391114676063784,0.02218821729150727
id,discrepancy,0.15,2400,5.272729443219126,2.78537707682681,8.336187364465587,0.92875,0.7505905405108639,5.082338812187223,0.028309104820198928
id,discrepancy,0.19999999999999998,2400,5.30084432153186,2.813623586752221,8.361931478798423,0.91625,0.7404706356977623,5.032349069804653,0.029074215761285386
id,discrepancy,0.25,2400,5.3161587887862,2.8287337050147663,8.378195071766633,0.9108333333333334,0.7360657669030805,5.007937644045893,0.029074215761285386
id,discrepancy,0.3,2400,5.366840206749573,2.882962102114814,8.42917265414746,0.89375,0.7280972280764865,4.964288173213748,0.03136954858454476
id,discrepancy,0.35,2400,5.437905551013751,2.963432950164498,8.483016714823288,0.875,0.7150959019046188,4.885568375223756,0.03519510328997705
id,discrepancy,0.39999999999999997,2400,5.477397474705676,3.01367701844733,8.526507850865375,0.8654166666666666,0.7058971759935716,4.827853151202902,0.03978576893649579
