name,err_at_1.5x_medium,err_at_2x_medium,cost_to_tol,auroc,ece
learned,0.04938247456421428,0.04938247456421428,inf,0.9812162601013786,0.022713288971897873
learned_seq,0.04998933432741403,0.04959863440820556,inf,,
